0.0396384	0.0329206	-0.0285847	0.0417941	0.0187267	0.00809715	0.00350004	0.023701	-0.0086398	0.0479597	-0.0265467	-0.00987958	-0.0260601	0.0256683	0.0119263	0.0235952	-0.00335149	-0.0470052	0.0201773	-0.0319529	0.0336485	-0.0120119	0.0273006	-0.0309899	0.0188735	-0.030092	0.00219851	-0.00233765	0.0410325	0.0388814	0.0157508	0.032922
0.368106	0.397007	0.458234	0.425744	0.415896	0.40888	-0.415549	0.374655	0.446882	0.350706	0.453779	-0.456076	0.338614	-0.347791	-0.320818	0.479171	0.374858	-0.453811	-0.405551	0.400131	-0.426129	0.423736	0.422946	0.343748	-0.415464	0.437352	-0.321891	0.407832	-0.460929	-0.453619	-0.363549	-0.412299
0.395934	0.376174	0.481384	0.453295	0.328511	0.422881	-0.424519	0.409179	0.41216	0.434761	0.355765	-0.451259	0.467163	-0.383676	-0.383495	0.451531	0.288033	-0.44641	-0.391227	0.387235	-0.416524	0.337282	0.345683	0.420562	-0.394155	0.406995	-0.359101	0.388307	-0.366823	-0.412463	-0.33967	-0.368095
0.37115	0.452809	0.303389	0.358003	0.459076	0.350025	-0.387183	0.279765	0.427705	0.42669	0.451915	-0.388057	0.484817	-0.467838	-0.447606	0.333388	0.346221	-0.446164	-0.452908	0.394967	-0.362379	0.433346	0.465568	0.338023	-0.439236	0.474236	-0.360199	0.395295	-0.455768	-0.419588	-0.411971	-0.424948
0.374577	0.416759	0.394455	0.399315	0.285263	0.443417	-0.360727	0.402853	0.425839	0.392806	0.382524	-0.407149	0.417014	-0.385009	-0.451418	0.458237	0.349665	-0.422555	-0.364916	0.437857	-0.443982	0.391088	0.406802	0.417153	-0.360284	0.418758	-0.411432	0.432485	-0.425083	-0.381511	-0.358034	-0.360604
0.344176	0.417946	0.306428	0.329519	0.382963	0.387902	-0.395858	0.263023	0.357806	0.296653	0.320793	-0.36725	0.291676	-0.304822	-0.395655	0.353534	0.283502	-0.343037	-0.331345	0.307852	-0.376794	0.274427	0.352267	0.391127	-0.406193	0.397443	-0.402291	0.315447	-0.358883	-0.34954	-0.32088	-0.365171
0.380278	0.469059	0.402066	0.42275	0.325912	0.316669	-0.406368	0.186281	0.442371	0.336879	0.395579	-0.397674	0.357064	-0.395033	-0.366525	0.447629	0.410372	-0.328272	-0.433817	0.432541	-0.391082	0.32353	0.388204	0.388844	-0.440323	0.323606	-0.440324	0.397263	-0.364372	-0.41597	-0.351379	-0.308812
0.458247	0.386652	0.411909	0.409037	0.423237	0.445432	-0.347117	0.451786	0.474517	0.438332	0.346221	-0.36233	0.3761	-0.392096	-0.362051	0.428035	0.508361	-0.391384	-0.359358	0.478456	-0.364729	0.447347	0.413071	0.412839	-0.431787	0.33489	-0.373473	0.423959	-0.488671	-0.370275	-0.403709	-0.440821
0.387793	0.385701	0.371426	0.37141	0.46133	0.417082	-0.352695	0.286951	0.340919	0.436283	0.333446	-0.352546	0.382084	-0.466493	-0.37686	0.330521	0.459167	-0.454168	-0.454544	0.435126	-0.443057	0.421724	0.346399	0.451966	-0.416843	0.423084	-0.433788	0.38056	-0.353561	-0.459944	-0.437239	-0.372698
0.481763	0.465382	0.305369	0.46807	0.50631	0.339524	-0.376744	0.489694	0.296171	0.467083	0.444572	-0.335499	0.260891	-0.342651	-0.372586	0.293607	0.336713	-0.357275	-0.51632	0.360265	-0.370728	0.402858	0.329821	0.447917	-0.435631	0.460477	-0.360496	0.433246	-0.350016	-0.336666	-0.375828	-0.44027
0.409164	0.353898	0.347025	0.430742	0.395396	0.410499	-0.298563	0.396428	0.345318	0.448379	0.416663	-0.444167	0.397587	-0.34154	-0.422721	0.242063	0.393382	-0.425039	-0.364578	0.363695	-0.413688	0.435032	0.405197	0.364821	-0.377317	0.4216	-0.453876	0.413585	-0.404722	-0.41214	-0.406598	-0.43614
0.42911	0.352887	0.408625	0.408246	0.398784	0.32112	-0.315699	0.334811	0.339635	0.453611	0.320276	-0.380185	0.19125	-0.42569	-0.318329	0.2237	0.174614	-0.42053	-0.397496	0.35976	-0.308129	0.368974	0.403352	0.412769	-0.388611	0.396152	-0.345924	0.283571	-0.335549	-0.374459	-0.432437	-0.427076
0.306776	0.453025	0.392867	0.397974	0.393738	0.338429	-0.427463	0.340488	0.388638	0.355435	0.371817	-0.369909	0.461445	-0.367345	-0.379286	0.387576	0.402717	-0.390767	-0.29656	0.425815	-0.344303	0.461655	0.444322	0.334635	-0.420538	0.36352	-0.46196	0.332169	-0.327157	-0.364165	-0.311962	-0.43911
0.356152	0.436665	0.442107	0.433524	0.387361	0.336891	-0.32193	0.481231	0.34143	0.398981	0.416731	-0.324017	0.515664	-0.454444	-0.352816	0.51612	0.452165	-0.401429	-0.404231	0.434714	-0.410464	0.341212	0.319945	0.321412	-0.316808	0.380118	-0.403818	0.454334	-0.468544	-0.320592	-0.350315	-0.332055
0.342598	0.390611	0.351966	0.379067	0.418211	0.432985	-0.367228	0.386547	0.353566	0.350039	0.347835	-0.353791	0.448161	-0.460559	-0.363207	0.39479	0.395475	-0.423694	-0.461983	0.419877	-0.424722	0.432815	0.35228	0.455324	-0.449955	0.332747	-0.459364	0.374228	-0.466683	-0.444445	-0.433919	-0.419855
0.435951	0.26958	0.404111	0.446579	0.40998	0.433953	-0.472043	0.392607	0.376057	0.355236	0.438854	-0.404079	0.47605	-0.356169	-0.458587	0.48805	0.42984	-0.373522	-0.400932	0.457692	-0.463982	0.431949	0.337436	0.397291	-0.372697	0.381577	-0.39707	0.371469	-0.40022	-0.387795	-0.402754	-0.452054
0.465353	0.326044	0.440485	0.44636	0.424985	0.415198	-0.362053	0.367441	0.326686	0.449525	0.346983	-0.456834	0.387635	-0.40293	-0.46695	0.4771	0.37818	-0.427541	-0.489269	0.475709	-0.465633	0.45134	0.340021	0.407258	-0.463353	0.405827	-0.422649	0.339999	-0.316678	-0.377686	-0.399317	-0.433718
0.399448	0.288911	0.396395	0.417631	0.410326	0.340456	-0.387987	0.421972	0.384679	0.354625	0.408638	-0.424415	0.334549	-0.417294	-0.442653	0.342296	0.42658	-0.373071	-0.388098	0.401714	-0.440904	0.304379	0.386712	0.395048	-0.425029	0.452359	-0.407721	0.345664	-0.396327	-0.333907	-0.37823	-0.380407
0.384675	0.31113	0.464552	0.350115	0.360986	0.464453	-0.412575	0.280612	0.341814	0.422521	0.410544	-0.359733	0.436394	-0.344779	-0.410626	0.396332	0.302336	-0.350071	-0.410985	0.469186	-0.452648	0.299662	0.414339	0.435348	-0.415722	0.429814	-0.458214	0.345189	-0.455342	-0.369842	-0.350534	-0.350442
0.358244	0.410408	0.333949	0.440514	0.460019	0.417714	-0.442359	0.474623	0.390142	0.418197	0.429029	-0.404676	0.398569	-0.431958	-0.464472	0.445792	0.411797	-0.460968	-0.357878	0.378683	-0.358483	0.45651	0.412931	0.456894	-0.428197	0.412454	-0.356286	0.434592	-0.395935	-0.423435	-0.452631	-0.380146
0.481016	0.398832	0.345945	0.398816	0.409562	0.456559	-0.372763	0.321674	0.446209	0.334847	0.478358	-0.462983	0.417321	-0.36742	-0.369801	0.488429	0.470694	-0.461887	-0.445317	0.408011	-0.417978	0.422392	0.405728	0.396954	-0.365577	0.427903	-0.399808	0.376751	-0.402639	-0.381742	-0.424237	-0.441995
0.396093	0.402785	0.420009	0.385344	0.33444	0.362577	-0.312037	0.401209	0.377366	0.422592	0.426929	-0.429124	0.322168	-0.368633	-0.413658	0.431335	0.381165	-0.35904	-0.323255	0.40846	-0.422704	0.343251	0.403427	0.38932	-0.368739	0.434961	-0.358442	0.352659	-0.361997	-0.371096	-0.375503	-0.421392
